"","No","ORF","Gene","Ch","Mean","Mean.1","X3153A","SD","p.value","p.paired","X3153A.1","SD2","start","end","strand","flag47b","p.complete.compensation","p.zero.compensation","compflag"
"4961",4996,"orf19.6826","SLF1","3",56.3,102.2,1.8,1.81,0.994407235,0.98898085,1.1,0.078,1546146,1544953,"C",NA,NA,NA,NA
"4962",4997,"orf19.6824","","3",27.5,64.4,1,0.71,0.851756553,0.181794953,1,0.046,1549100,1550503,"W",NA,NA,NA,NA
"4963",4998,"orf19.6822","","3",503.1,469.5,0.9,1.978,0.881400619,0.570472206,1,0.089,1551883,1550807,"C",NA,NA,NA,NA
"4964",4999,"orf19.6821","","3",214.1,138.7,0.6,0.215,0.738535652,0.032028579,1,0.06,1552318,1554741,"W",NA,NA,NA,NA
"4965",5000,"orf19.6820","","3",1624.7,1263,0.8,0.092,0.387210583,0.003067471,1.1,0.094,1556335,1554788,"C",NA,NA,NA,NA
"4966",5001,"orf19.6818","","3",719.7,566.3,0.8,0.404,0.455329725,0.298445887,1,0.088,1560675,1556563,"C",NA,NA,NA,NA
"4967",5002,"orf19.6817","FCR1","3",1767.3,846.7,0.5,0.12,0.030613664,0.000793074,1.1,0.135,1568561,1570114,"W",NA,NA,NA,NA
"4968",5003,"orf19.6816","","3",3330.4,3115.5,0.9,0.285,0.631394394,0.581784981,1,0.121,1573420,1572572,"C",NA,NA,NA,NA
"4969",5004,"orf19.6814","TDH3","3",67243.6,42958.5,0.6,0.311,0.020387882,0.042710936,1.1,0.159,1574975,1575982,"W",NA,NA,NA,NA
"4970",5005,"orf19.6813","","3",60.1,68.5,1,0.808,0.872191612,0.467859613,1,0.07,1576263,1577066,"W",NA,NA,NA,NA
"4971",5006,"orf19.6812","PMT2","3",1546.8,896.8,0.6,0.483,0.768927966,0.291530957,1,0.061,1577400,1579709,"W",NA,NA,NA,NA
"4972",5007,"orf19.6811","","3",611.5,970.5,1.6,0.451,0.153375219,0.004273727,1,0.058,1580118,1580816,"W",NA,NA,NA,NA
"4973",5008,"orf19.6810","","3",1199.6,1150,1,0.762,0.946411465,0.884631237,1,0.034,1582863,1580932,"C",NA,NA,NA,NA
"4974",5009,"orf19.6809","","3",1686.6,1334.5,0.8,0.344,0.749500632,0.305621099,1,0.044,1584185,1585153,"W",NA,NA,NA,NA
"4975",5010,"orf19.6807","","3",223.8,230.2,1,0.278,0.724888092,0.599543951,1.1,0.088,1585386,1587215,"W",NA,NA,NA,NA
"4976",5011,"orf19.6805","","3",191,215.2,1.1,1.98,0.438269521,0.284770253,1,0.059,1592069,1594900,"W",NA,NA,NA,NA
"4977",5012,"orf19.6804","","3",173,151.2,0.9,9.275,0.658491894,0.453811884,0.9,0.059,1595940,1597760,"W",NA,NA,NA,NA
"4978",5013,"orf19.6803","HUT1","3",225.4,212.3,0.9,0.463,0.892563625,0.499000655,1,0.051,1598019,1599131,"W",NA,NA,NA,NA
"4979",5014,"orf19.6802","","3",490.7,536,1.1,1.389,0.552622719,0.351783406,1.1,0.033,1599516,1600649,"W",NA,NA,NA,NA
"4980",5015,"orf19.6801","RPD31","3",1531.9,1268.5,0.8,0.355,0.503735771,0.401343732,1,0.056,1600945,1602678,"W",NA,NA,NA,NA
"4981",5016,"orf19.6800","POS5","3",532.7,528.8,1,0.43,0.95206182,0.943198354,1,0.05,1603170,1604738,"W",NA,NA,NA,NA
"4982",5017,"orf19.6798","SSN6","3",991.9,771.9,0.8,0.134,0.007928026,0.014607505,1.1,0.098,1608042,1611284,"W",NA,NA,NA,NA
"4983",5018,"orf19.6797","","3",305.9,276.7,0.9,0.319,0.758277968,0.666294565,1,0.035,1614158,1611630,"C",NA,NA,NA,NA
"4984",5019,"orf19.6796","","3",852.9,951.2,1.1,0.577,0.535859488,0.50257786,1,0.048,1615205,1614504,"C",NA,NA,NA,NA
"4985",5020,"orf19.6795","","3",331.6,493.5,1.5,0.706,0.574501506,0.455893698,1,0.083,1615530,1615889,"W",NA,NA,NA,NA
"4986",5021,"orf19.6794","FESUR1","3",1006.5,1271,1.3,0.629,0.461068648,0.332629165,1,0.093,1616648,1617319,"W",NA,NA,NA,NA
"4987",5022,"orf19.6793","","3",3002,3193.5,1.1,0.615,0.691552542,0.078053938,1.1,0.055,1618766,1617669,"C",NA,NA,NA,NA
"4988",5023,"orf19.6792","RRD1","3",337.9,349.3,1,0.411,0.896383931,0.846891705,1,0.053,1620333,1621607,"W",NA,NA,NA,NA
"4989",5024,"orf19.6791","HHT1","3",38806.1,31326.6,0.8,0.338,0.901067059,0.679620038,1,0.089,1622371,1622781,"W",NA,NA,NA,NA
"4990",5025,"orf19.6790","","3",228.6,165.5,0.7,16.978,0.736940491,0.638588555,1.1,0.122,1626530,1623867,"C",NA,NA,NA,NA
"4991",5026,"orf19.6789","","3",191.7,120.9,0.6,0.272,0.710730034,0.075139356,1,0.052,1628276,1632073,"W",NA,NA,NA,NA
"4992",5027,"orf19.6788","","3",143,152.7,1.1,0.79,0.678675265,0.470807378,1,0.063,1632380,1633117,"W",NA,NA,NA,NA
"4993",5028,"orf19.6787","","3",4332,6222.1,1.4,0.566,0.182023549,0.120444829,1,0.056,1633434,1634107,"W",NA,NA,NA,NA
"4994",5029,"orf19.6786","","3",199.9,59.7,0.3,0.36,0.198019125,0.0442483,1,0.068,1636235,1634434,"C",NA,NA,NA,NA
"4995",5030,"orf19.6785","RPS12","3",23795.1,17292.5,0.7,0.317,0.506273177,0.301471409,1,0.05,1637102,1636671,"C",NA,NA,NA,NA
"4996",5031,"orf19.6784","PGA32","3",176.4,79.4,0.5,0.347,0.414662783,0.153933339,1.1,0.079,1638007,1639299,"W",NA,NA,NA,NA
"4997",5032,"orf19.6783","","3",2475.6,1356.5,0.5,0.285,0.118532786,0.04726255,1,0.027,1641701,1639689,"C",NA,NA,NA,NA
"4998",5033,"orf19.6782","BMT1","3",0,0,1,0,NA,NA,1,0.06,1645826,1643772,"C",NA,NA,NA,NA
"4999",5034,"orf19.6781","","3",96.3,155.2,1.6,13.445,0.238980706,0.078622143,1,0.07,1651365,1649785,"C",NA,NA,NA,NA
"5000",5035,"orf19.6780","MET8","3",600.8,853.3,1.4,0.412,0.146352788,0.036006718,1,0.056,1652564,1653421,"W",NA,NA,NA,NA
"5001",5036,"orf19.6779","PRO2","3",1957.1,2763.9,1.4,0.39,0.279098704,0.076231157,1,0.057,1654771,1653431,"C",NA,NA,NA,NA
"5002",5037,"orf19.6778","","3",1857.1,1616.6,0.9,0.209,0.720130262,0.064356228,1,0.054,1655336,1659298,"W",NA,NA,NA,NA
"5003",5038,"orf19.6777","","3",20.4,39,1,50.385,0.552107001,0.52455159,1,0.052,1660336,1661034,"W",NA,NA,NA,NA
"5004",5039,"orf19.6776","GCD2","3",1510.3,1446.5,1,0.431,0.859900955,0.781124813,1,0.117,1661373,1662875,"W",NA,NA,NA,NA
"5005",5040,"orf19.6773","ECM29","3",255.6,319.5,1.2,0.255,0.913463485,0.138573455,1,0.066,1668512,1662933,"C",NA,NA,NA,NA
"5006",5041,"orf19.6771","UBI4","3",54999.5,29499.2,0.5,0.285,0.002237218,0.026767687,1,0.112,1669384,1668695,"C",NA,NA,NA,NA
"5007",5042,"orf19.6770","","3",9271.7,6216.4,0.7,0.167,0.21709273,0.008974973,1.1,0.103,1671371,1670415,"C",NA,NA,NA,NA
"5008",5043,"orf19.6769","","3",661.2,449.4,0.7,0.507,0.278078889,0.096786651,1,0.098,1673322,1675472,"W",NA,NA,NA,NA
"5009",5044,"orf19.6766","","3",1764.1,1879.4,1.1,0.253,0.629908718,0.632734559,1,0.049,1675736,1676926,"W",NA,NA,NA,NA
"5010",5045,"orf19.6763","SLK19","3",6039.2,4694.5,0.8,0.279,0.604528163,0.118005696,1,0.051,1680819,1677226,"C",NA,NA,NA,NA
"5011",5046,"orf19.6760","MDS3","3",284.4,248.9,0.9,0.291,0.847355586,0.153272079,1.1,0.118,1683075,1685135,"W",NA,NA,NA,NA
"5012",5047,"orf19.6759","","3",1405.7,1157.8,0.8,2.391,0.926169545,0.764907793,1,0.081,1685238,1687226,"W",NA,NA,NA,NA
"5013",5048,"orf19.6758","","3",1578.6,1920.3,1.2,0.632,0.752961985,0.427826136,1.1,0.121,1687707,1688576,"W",NA,NA,NA,NA
"5014",5049,"orf19.6757","GCY1","3",3391.8,5159.6,1.5,0.798,0.412595361,0.068788182,1,0.146,1689013,1689900,"W",NA,NA,NA,NA
"5015",5050,"orf19.6756","","3",418,728.4,1.7,0.579,0.02396028,0.007034537,1.1,0.086,1690160,1691053,"W",NA,NA,NA,NA
"5016",5051,"orf19.6755","","3",410.8,412.4,1,0.44,0.664029668,0.413276278,1.1,0.142,1691329,1692930,"W",NA,NA,NA,NA
"5017",5052,"orf19.6754","","3",922.6,952.4,1,0.505,0.86218689,0.776122125,1,0.12,1693773,1694354,"W",NA,NA,NA,NA
"5018",5053,"orf19.6753","","3",1520.5,2810,1.8,0.824,0.101144744,0.119414518,1,0.06,1694721,1695378,"W",NA,NA,NA,NA
"5019",5054,"orf19.6752","","3",938.7,1032,1.1,0.493,0.803496425,0.722056596,1,0.092,1696153,1695449,"C",NA,NA,NA,NA
"5020",5055,"orf19.6751","","3",375.8,389,1,1.592,0.830299958,0.733239082,1.1,0.109,1696346,1697227,"W",NA,NA,NA,NA
"5021",5056,"orf19.6749","KRS1","3",1810,2078.7,1.1,0.43,0.662291683,0.301007286,1,0.132,1699061,1697277,"C",NA,NA,NA,NA
"5022",5057,"orf19.6748","","3",1550.6,1922.6,1.2,0.423,0.765557815,0.567066761,1,0.038,1699360,1700346,"W",NA,NA,NA,NA
"5023",5058,"orf19.6747","","3",1323.8,2254.4,1.7,0.424,0.227797487,0.008459846,1.1,0.084,1700608,1701604,"W",NA,NA,NA,NA
"5024",5059,"orf19.6745","TPI1","3",16191.8,18850.1,1.2,0.503,0.593614759,0.289275935,1,0.036,1702073,1702819,"W",NA,NA,NA,NA
"5025",5060,"orf19.6744","","3",147,125.1,0.9,0.457,0.645353343,0.501555744,1,0.074,1703806,1702835,"C",NA,NA,NA,NA
"5026",5061,"orf19.6742","","3",1175.2,1012.3,0.9,0.368,0.775926346,0.1916179,1,0.098,1704388,1706694,"W",NA,NA,NA,NA
"5027",5062,"orf19.6741","","3",1627.8,1582.2,1,0.276,0.932908478,0.816667159,1,0.071,1707802,1709049,"W",NA,NA,NA,NA
"5028",5063,"orf19.6740","","3",630.6,587.1,0.9,0.806,0.885808747,0.794433182,1,0.084,1709407,1710747,"W",NA,NA,NA,NA
"5029",5064,"orf19.6739","","3",1205.1,1456.6,1.2,0.405,0.94166834,0.71578551,1.1,0.111,1710894,1712744,"W",NA,NA,NA,NA
"5030",5065,"orf19.6738","VAN1","3",739.4,544.5,0.7,0.27,0.273993661,0.074941158,1.1,0.072,1713200,1714754,"W",NA,NA,NA,NA
"5031",5066,"orf19.6737","","3",419,465.8,1.1,0.196,0.836483435,0.374279415,1,0.04,1716965,1716099,"C",NA,NA,NA,NA
"5032",5067,"orf19.6736","","3",1356.7,1045.3,0.8,0.216,0.427142448,0.09337465,1,0.069,1721338,1719449,"C",NA,NA,NA,NA
"5033",5068,"orf19.6734","TCC1","3",1672.4,1203.7,0.7,0.124,0.112941373,0.006359561,1.1,0.163,1730059,1732305,"W",NA,NA,NA,NA
"5034",5069,"orf19.6732","","3",221.4,302.6,1.4,1.952,0.456422715,0.057577058,1,0.077,1733288,1732422,"C",NA,NA,NA,NA
"5035",5070,"orf19.6731.1","","3",430.9,836.7,1.9,0.354,0.103560139,0.029022456,1,0.056,1733543,1733812,"W",NA,NA,NA,NA
"5036",5071,"orf19.6731","","3",371.2,338.8,0.9,0.241,0.525332245,0.53152232,1,0.035,1734057,1734389,"W",NA,NA,NA,NA
"5037",5072,"orf19.6730","","3",2116.1,1938.9,0.9,0.298,0.522824555,0.60985189,1,0.062,1734745,1735395,"W",NA,NA,NA,NA
"5038",5073,"orf19.6729","TIP120","3",765.5,730.9,1,0.406,0.576437522,0.536318476,1,0.067,1735431,1739156,"W",NA,NA,NA,NA
"5039",5074,"orf19.6727","RIT1","3",669.7,573.5,0.9,0.3,0.480824602,0.32639889,1.1,0.131,1740504,1739191,"C",NA,NA,NA,NA
"5040",5075,"orf19.6726","","3",292.5,425.2,1.5,0.524,0.318616909,0.021117223,1.1,0.172,1741571,1740573,"C",NA,NA,NA,NA
"5041",5076,"orf19.6724","FUM12","3",2850.2,2199.9,0.8,0.327,0.343907009,0.174344589,1,0.083,1743279,1741747,"C",NA,NA,NA,NA
"5042",5077,"orf19.6723","","3",414.1,334.1,0.8,0.369,0.566250328,0.167980721,1,0.079,1745415,1743535,"C",NA,NA,NA,NA
"5043",5078,"orf19.6722","","3",200.8,204.5,1,1.727,0.770622119,0.647536267,1,0.092,1745729,1747858,"W",NA,NA,NA,NA
"5044",5079,"orf19.6720","","3",393.2,477.9,1.2,0.388,0.747370375,0.603305273,1.1,0.133,1748343,1749083,"W",NA,NA,NA,NA
"5045",5080,"orf19.6719","","3",1391.9,1071.5,0.8,0.233,0.20621117,0.133331601,1,0.058,1749198,1754030,"W",NA,NA,NA,NA
"5046",5081,"orf19.6718","","3",4569.5,4542.9,1,0.373,0.863030781,0.797330142,1,0.079,1754854,1754047,"C",NA,NA,NA,NA
"5047",5082,"orf19.6717","","3",944,1097,1.2,0.462,0.515443055,0.516790103,1,0.119,1754955,1755734,"W",NA,NA,NA,NA
"5048",5083,"orf19.6716","ABD1","3",492.4,634.7,1.3,0.307,0.339999955,0.121240795,1.1,0.096,1755847,1757271,"W",NA,NA,NA,NA
"5049",5084,"orf19.6715","","3",74.4,33,1,0.331,0.798719297,0.196517459,1,0.023,1758278,1757970,"C",NA,NA,NA,NA
"5050",5085,"orf19.6713","","3",420.7,357.4,0.8,1.874,0.937722717,0.915678097,1,0.053,1761921,1763126,"W",NA,NA,NA,NA
"5051",5086,"orf19.6712","","3",574.1,552.7,1,0.448,0.763578077,0.776520901,1,0.057,1763320,1765296,"W",NA,NA,NA,NA
"5052",5087,"orf19.6710","UTP9","3",1881.8,2045.2,1.1,0.18,0.906931902,0.36060792,1,0.044,1765416,1766753,"W",NA,NA,NA,NA
"5053",5088,"orf19.6709","","3",728.6,789.7,1.1,0.409,0.763536883,0.284279932,1.1,0.07,1767672,1766746,"C",NA,NA,NA,NA
"5054",5089,"orf19.6170","","3",483.6,541.6,1.1,0.641,0.643658508,0.409521951,1.1,0.178,1768853,1767942,"C",NA,NA,NA,NA
"5055",5090,"orf19.6171","","3",505.6,549.2,1.1,0.389,0.909420312,0.873599537,1.1,0.145,1771526,1768974,"C",NA,NA,NA,NA
"5056",5091,"orf19.6173","STD1","3",1091.5,1626.7,1.5,0.324,0.239165795,0.010044982,1.1,0.073,1772316,1773323,"W",NA,NA,NA,NA
"5057",5092,"orf19.6175","","3",842.8,921.8,1.1,0.168,0.514660503,0.346104548,1,0.057,1773948,1773325,"C",NA,NA,NA,NA
"5058",5093,"orf19.6176","SEC61","3",3524,3529.7,1,0.249,0.83420333,0.582715801,1,0.093,1775464,1774025,"C",NA,NA,NA,NA
"5059",5094,"orf19.6177","","3",442.1,822.7,1.9,0.83,0.025774281,0.123921724,1.1,0.164,1775684,1776010,"W",NA,NA,NA,NA
"5060",5095,"orf19.6178","FBP1","3",2308.2,3211.9,1.4,0.288,0.595539223,0.020140883,1.1,0.141,1776158,1777153,"W",NA,NA,NA,NA
"5061",5096,"orf19.6179","","3",0,0,1,0,NA,NA,1.1,0.168,1776925,1776233,"C",NA,NA,NA,NA
"5062",5097,"orf19.6180","","3",470.2,693.1,1.5,0.789,0.662882752,0.510810521,1.1,0.145,1777228,1778538,"W",NA,NA,NA,NA
"5063",5098,"orf19.6181","","3",0,0,1,0,NA,NA,1.1,0.104,1778654,1778959,"W",NA,NA,NA,NA
"5064",5099,"orf19.6182","ZCF34","3",601.8,413.4,0.7,0.463,0.514350157,0.213424318,1.2,0.258,1780657,1778525,"C",NA,NA,NA,NA
"5065",5100,"orf19.6184","","3",452.4,494.7,1.1,0.438,0.997070902,0.996401722,1.1,0.208,1781127,1780669,"C",NA,NA,NA,NA
"5066",5101,"orf19.6183","","3",1887.9,2011.3,1.1,0.494,0.95876513,0.946597231,1.2,0.169,1781190,1781456,"W",NA,NA,NA,NA
"5067",5102,"orf19.6185","","3",161.6,130.9,0.8,8.328,0.903205352,0.834099622,1.1,0.182,1782399,1783322,"W",NA,NA,NA,NA
"5068",5103,"orf19.6187","","3",415.3,338.7,0.8,0.439,0.347375472,0.197914885,1.1,0.176,1782399,1784424,"W",NA,NA,NA,NA
"5069",5104,"orf19.6186","","3",924.3,710.4,0.8,0.272,0.390471521,0.159444808,1.1,0.183,1782517,1781453,"C",NA,NA,NA,NA
"5070",5105,"orf19.6188","","3",48.4,152.9,3.2,5.439,0.336773051,0.431646262,1.1,0.08,1783670,1783353,"C",NA,NA,NA,NA
"5071",5106,"orf19.6189","","3",5071.4,6694.9,1.3,0.646,0.298706111,0.376523768,1.1,0.165,1784472,1785185,"W",NA,NA,NA,NA
"5072",5107,"orf19.6190","SRB1","3",12621.6,12810.7,1,0.51,0.692665001,0.500489704,1,0.055,1786287,1785199,"C",NA,NA,NA,NA
"5073",5108,"orf19.6191","TLO8","3",224.8,231.1,1,0.298,0.801117178,0.644613599,1.1,0.138,1788224,1787715,"C",NA,NA,NA,NA
"5074",5109,"orf19.6192","","3",106.3,70,0.7,0.359,0.324843619,0.267017365,1.1,0.183,1796320,1795919,"C",NA,NA,NA,NA
"5075",5110,"orf19.5698","","5",1193.5,745.3,0.6,0.272,0.11964888,0.034284111,0.6,0.075,3999,4808,"W",NA,0.119648880191476,0.752803508469678,"not-compensated"
"5076",5111,"orf19.5693","","5",399.4,208.8,0.5,0.426,0.680526842,0.062883353,0.7,0.092,6473,4830,"C",NA,0.680526841583012,0.543473013753361,"not-compensated"
"5077",5112,"orf19.5692","","5",466.3,291.4,0.6,0.252,0.003548667,0.01695983,0.7,0.135,8807,7209,"C",NA,0.00354866728675692,0.135759528915492,"not-compensated"
"5078",5113,"orf19.5691","CDC11","5",524.9,446.6,0.9,6.815,0.842624191,0.763039434,0.6,0.096,8946,10154,"W",NA,0.842624190599314,0.175612659775905,"not-compensated"
"5079",5114,"orf19.5689","","5",1220.4,798.9,0.7,0.393,0.247482233,0.065982975,0.5,0.04,11086,10151,"C",NA,0.247482232779998,0.336992164105457,"not-compensated"
"5080",5115,"orf19.5686","","5",4434.2,6139.7,1.4,0.326,0.648893237,0.128569517,0.6,0.03,12441,11839,"C",NA,0.648893236623936,0.0163150561657769,"compensated"
"5081",5116,"orf19.5685","THS1","5",4590.3,2139.7,0.5,0.405,0.059439818,0.073681121,0.6,0.064,14674,12554,"C",NA,0.059439817763708,0.871920090002106,"not-compensated"
"5082",5117,"orf19.5684","","5",1741.6,1355.2,0.8,0.211,0.234401626,0.060204901,0.5,0.063,15475,15077,"C",NA,0.234401626038139,0.0117397859872702,"compensated"
"5083",5118,"orf19.5683","","5",1166.3,717.5,0.6,0.329,0.098928841,0.066986337,0.6,0.013,15979,15563,"C",NA,0.0989288411843317,0.700898250294794,"not-compensated"
"5084",5119,"orf19.5682","","5",860.4,826.6,1,0.545,0.685661444,0.753076886,0.6,0.111,18029,16398,"C",NA,0.68566144429602,0.0327081832590973,"compensated"
"5085",5120,"orf19.5681","","5",208.3,137.8,0.7,0.481,0.367970865,0.171234498,0.5,0.023,18148,18882,"W",NA,0.367970865183083,0.710593234110765,"not-compensated"
"5086",5121,"orf19.5680","","5",839.1,520.4,0.6,0.41,0.079355192,0.044085152,0.6,0.068,19011,20093,"W",NA,0.0793551922309456,0.97699727052198,"not-compensated"
"5087",5122,"orf19.980","","5",3056.6,1598.3,0.5,0.33,0.071378606,0.016722476,0.6,0.068,21297,23504,"W",NA,0.0713786061161452,0.85259297986371,"not-compensated"
"5088",5123,"orf19.979","FAS1","5",4724.2,2524.7,0.5,0.545,0.134776903,0.08074272,0.6,0.073,29661,23548,"C",NA,0.13477690322462,0.44370732628647,"not-compensated"
"5089",5124,"orf19.978","BDF1","5",351.7,200,0.6,1.032,0.38530123,0.363069859,0.6,0.037,32849,30720,"C",NA,0.385301229808372,0.533959868569449,"not-compensated"
"5090",5125,"orf19.976","BRE1","5",846.7,472.4,0.6,0.47,0.265650856,0.052992078,0.6,0.031,35884,33839,"C",NA,0.265650856188333,0.194328104128734,"not-compensated"
"5091",5126,"orf19.974","ROT2","5",892.7,631.6,0.7,0.748,0.257554417,0.333401091,0.6,0.05,36656,39271,"W",NA,0.257554417081483,0.248110585921435,"not-compensated"
"5092",5127,"orf19.972","","5",55.2,104.5,1.9,6.197,0.256950659,0.091553329,0.7,0.097,40126,39266,"C",NA,0.256950658952113,0.0184628426441183,"compensated"
"5093",5128,"orf19.971","SKN7","5",642.4,502.6,0.8,1.198,0.534017342,0.377679662,0.7,0.074,40891,42570,"W",NA,0.5340173420773,0.384199481557796,"not-compensated"
"5094",5129,"orf19.970","","5",246.9,140.6,0.6,0.399,0.189636975,0.311109915,0.6,0.032,43190,42567,"C",NA,0.189636974530294,0.827810458689622,"not-compensated"
"5095",5130,"orf19.969","","5",5989.8,3901.6,0.7,0.439,0.057236348,0.14210904,0.6,0.073,43421,44635,"W",NA,0.0572363481423121,0.254370804418977,"not-compensated"
"5096",5131,"orf19.968","PGA14","5",13270.2,10997.4,0.8,0.214,0.422820537,0.120559375,0.6,0.046,45823,46218,"W",NA,0.422820536602022,0.00371848187750416,"compensated"
"5097",5132,"orf19.967","","5",1308.1,988.8,0.8,0.242,0.131706791,0.097106994,0.6,0.072,47366,46404,"C",NA,0.131706791190760,0.0249082731836577,"compensated"
"5098",5133,"orf19.966","","5",772.4,461.7,0.6,0.482,0.234710223,0.042319019,0.6,0.063,47854,48873,"W",NA,0.234710222651168,0.591063576563352,"not-compensated"
"5099",5134,"orf19.964","SMC4","5",904.4,521.4,0.6,0.24,0.287116496,0.016216434,0.6,0.056,53010,48904,"C",NA,0.287116496087285,0.808487250460283,"not-compensated"
"5100",5135,"orf19.962","","5",1196.2,647.3,0.5,0.262,0.069301323,0.139365292,0.6,0.067,53780,53247,"C",NA,0.0693013226008448,0.887377516436649,"not-compensated"
"5101",5136,"orf19.961.2","","5",2061.2,1837.9,0.9,0.252,0.638188039,0.271970832,0.6,0.021,54029,54322,"W",NA,0.63818803945063,0.00574872793975852,"compensated"
"5102",5137,"orf19.956","","5",213.8,79.3,0.4,0.301,0.501376481,0.018618366,0.6,0.042,63318,54415,"C",NA,0.501376481280075,0.551025125376919,"not-compensated"
"5103",5138,"orf19.955","","5",459.6,413.8,0.9,0.713,0.519071189,0.585683992,0.6,0.024,63667,64644,"W",NA,0.519071188893205,0.100108803850767,"not-compensated"
"5104",5139,"orf19.954","","5",224.5,179.4,0.8,2.411,0.951380239,0.95044329,0.6,0.07,66052,64733,"C",NA,0.951380239106886,0.179309508771261,"not-compensated"
"5105",5140,"orf19.953.1","COF1","5",13653.6,11271.6,0.8,0.283,0.298566371,0.13181747,0.6,0.029,67605,68261,"W",NA,0.298566371445269,0.0270394864520784,"compensated"
"5106",5141,"orf19.952","","5",89.1,24.6,1,3.885,0.309432838,0.220188604,0.6,0.032,69038,71404,"W",NA,0.309432838253923,0.588474686723676,"not-compensated"
"5107",5142,"orf19.951","","5",384.6,255.1,0.7,0.501,0.396231479,0.368798731,0.6,0.055,72101,71613,"C",NA,0.396231478540318,0.523056799600632,"not-compensated"
"5108",5143,"orf19.949","","5",761.9,522.6,0.7,0.594,0.37430741,0.267363288,0.6,0.042,76453,74018,"C",NA,0.37430740978083,0.641386882740766,"not-compensated"
"5109",5144,"orf19.948","","5",0,0,1,0,NA,NA,0.6,0.019,77014,77355,"W",NA,NA,NA,"not-compensated"
"5110",5145,"orf19.947","MRP17","5",318.4,190.5,0.6,18.917,0.919612831,0.891191401,0.6,0.021,78136,77777,"C",NA,0.919612831458366,0.342638251634039,"not-compensated"
"5111",5146,"orf19.946","MET14","5",1374.2,1204,0.9,0.211,0.802511087,0.496253863,0.6,0.025,78890,79492,"W",NA,0.802511087493553,0.00106378276961657,"compensated"
"5112",5147,"orf19.945","VPS2","5",644.7,371.1,0.6,0.29,0.021680949,0.029275275,0.5,0.015,80225,79518,"C",NA,0.0216809491995037,0.698489558016389,"not-compensated"
"5113",5148,"orf19.944","IFG3","5",1267,1179.9,0.9,0.281,0.960133059,0.87276758,0.6,0.026,81598,80483,"C",NA,0.960133059184738,0.00110851793194261,"compensated"
"5114",5149,"orf19.943","FET33","5",166.9,102.4,0.6,0.305,0.243053857,0.217576219,0.6,0.006,83979,82117,"C",NA,0.24305385694049,0.60378831041288,"not-compensated"
"5115",5150,"orf19.942","KRE62","5",0.4,9.2,1,14.464,0.233279783,0.261592484,0.6,0.025,86237,84369,"C",NA,0.233279783092734,0.080649129120102,"not-compensated"
"5116",5151,"orf19.941","SEC14","5",3779.6,1839.1,0.5,0.091,0.067845096,0.000429371,0.6,0.026,88250,87345,"C",NA,0.0678450955146665,0.50325258093418,"not-compensated"
"5117",5152,"orf19.940","BUD2","5",172.1,26.1,0.2,0.168,0.012768138,0.010842289,0.6,0.029,93594,89881,"C",NA,0.0127681375198390,0.0274873946882574,"not-compensated"
"5118",5153,"orf19.939","NAM7","5",1145.2,777.3,0.7,0.252,0.279298136,0.053209562,0.6,0.038,95043,98102,"W",NA,0.279298136456913,0.390521270536841,"not-compensated"
"5119",5154,"orf19.938","","5",5.1,0.2,1,0.48,0.089169644,0.0853654,0.6,0.023,103156,104601,"W",NA,0.0891696438787462,0.473819382985299,"not-compensated"
"5120",5155,"orf19.937","","5",80.4,78.1,1,0.449,0.714217453,0.593525781,0.4,0.03,105031,105504,"W",NA,0.714217453111837,0.264403247359229,"not-compensated"
"5121",5156,"orf19.936","","5",147.9,129.8,0.9,0.558,0.361112127,0.302020188,0.5,0.065,105626,107950,"W",NA,0.361112127416311,0.82562202809393,"not-compensated"
"5122",5157,"orf19.935","AGA1","5",1785.5,2016.2,1.1,0.167,0.816539674,0.127683642,0.6,0.024,110891,109830,"C",NA,0.816539674250702,3.58685347873896e-05,"compensated"
"5123",5159,"orf19.932","","5",408.8,299.3,0.7,0.255,0.201660567,0.07065978,0.7,0.072,125118,130268,"W",NA,0.201660567404003,0.0726299716540589,"not-compensated"
"5124",5160,"orf19.931","","5",586.3,348,0.6,0.518,0.221567703,0.118163997,0.6,0.056,130828,132912,"W",NA,0.221567703188203,0.400728918173042,"not-compensated"
"5125",5161,"orf19.930","PET9","5",32362.5,25540.2,0.8,0.156,0.39854257,0.012877574,0.6,0.025,134740,135645,"W",NA,0.398542570017546,0.00693959248191572,"compensated"
"5126",5162,"orf19.929","","5",0,0.6,1,5.601,0.187678159,0.363217468,0.6,0.033,138904,137597,"C",NA,0.187678159091102,0.0514819615996254,"not-compensated"
"5127",5163,"orf19.928","","5",115.3,54.3,0.5,0.687,0.688689089,0.179156427,0.6,0.025,141377,139515,"C",NA,0.688689089219336,0.869642338274447,"not-compensated"
"5128",5164,"orf19.927","","5",597,476.4,0.8,0.36,0.510293376,0.489530379,0.6,0.013,141659,142270,"W",NA,0.510293375990737,0.250559565998498,"not-compensated"
"5129",5165,"orf19.926","EXO1","5",422.9,236.8,0.6,0.305,0.846853334,0.196984209,0.6,0.026,144424,142325,"C",NA,0.846853333616978,0.0775856491845219,"not-compensated"
"5130",5166,"orf19.925","","5",370.2,296.4,0.8,16.27,0.8461723,0.796502073,0.7,0.079,146292,144766,"C",NA,0.846172299752824,0.71803556000002,"not-compensated"
